0 -1 1
302.22 -nan -nan
302.23 -nan -nan
302.24 -nan -nan
302.25 -nan -nan
302.26 -nan -nan
302.27 -nan -nan
302.28 -nan -nan
302.29 -nan -nan
302.3 -nan -nan
302.31 -nan -nan
302.32 -nan -nan
302.33 -nan -nan
302.34 -nan -nan
302.35 -nan -nan
302.36 -nan -nan
302.37 -nan -nan
302.38 -nan -nan
302.39 -nan -nan
302.4 -nan -nan
302.41 -nan -nan
302.42 -nan -nan
302.43 -nan -nan
302.44 -nan -nan
302.45 -nan -nan
302.46 -nan -nan
302.47 -nan -nan
302.48 -nan -nan
302.49 -nan -nan
302.5 -nan -nan
302.51 -nan -nan
302.52 -nan -nan
302.53 -nan -nan
302.54 -nan -nan
302.55 -nan -nan
302.56 -nan -nan
302.57 -nan -nan
302.58 -nan -nan
302.59 -nan -nan
302.6 -nan -nan
302.61 -nan -nan
302.62 -nan -nan
302.63 -nan -nan
302.64 -nan -nan
302.65 -nan -nan
302.66 -nan -nan
302.67 -nan -nan
302.68 -nan -nan
302.69 -nan -nan
302.7 -nan -nan
302.71 -nan -nan
302.72 -nan -nan
302.73 -nan -nan
302.74 -nan -nan
302.75 -nan -nan
302.76 -nan -nan
302.77 -nan -nan
302.78 -nan -nan
302.79 -nan -nan
302.8 -nan -nan
302.81 -nan -nan
302.82 -nan -nan
302.83 -nan -nan
302.84 -nan -nan
302.85 -nan -nan
302.86 -nan -nan
302.87 -nan -nan
302.88 -nan -nan
302.89 -nan -nan
302.9 -nan -nan
302.91 -nan -nan
302.92 -nan -nan
302.93 -nan -nan
302.94 -nan -nan
302.95 -nan -nan
302.96 -nan -nan
302.97 -nan -nan
302.98 -nan -nan
302.99 -nan -nan
303 -nan -nan
303.01 -nan -nan
303.02 -nan -nan
303.03 -nan -nan
303.04 -nan -nan
303.05 -nan -nan
303.06 -nan -nan
303.07 -nan -nan
303.08 -nan -nan
303.09 -nan -nan
303.1 -nan -nan
303.11 -nan -nan
303.12 -nan -nan
303.13 -nan -nan
303.14 -nan -nan
303.15 -nan -nan
303.16 -nan -nan
303.17 -nan -nan
303.18 -nan -nan
303.19 -nan -nan
303.2 -nan -nan
303.21 -nan -nan
303.22 -nan -nan
303.23 -nan -nan
303.24 -nan -nan
303.25 -nan -nan
303.26 -nan -nan
303.27 -nan -nan
303.28 -nan -nan
303.29 -nan -nan
303.3 -nan -nan
303.31 -nan -nan
303.32 -nan -nan
303.33 -nan -nan
303.34 -nan -nan
303.35 -nan -nan
303.36 -nan -nan
303.37 -nan -nan
303.38 -nan -nan
303.39 -nan -nan
303.4 -nan -nan
303.41 -nan -nan
303.42 -nan -nan
303.43 -nan -nan
303.44 -nan -nan
303.45 -nan -nan
303.46 -nan -nan
303.47 -nan -nan
303.48 -nan -nan
303.49 -nan -nan
303.5 -nan -nan
303.51 -nan -nan
303.52 -nan -nan
303.53 -nan -nan
303.54 -nan -nan
303.55 -nan -nan
303.56 -nan -nan
303.57 -nan -nan
303.58 -nan -nan
303.59 -nan -nan
303.6 -nan -nan
303.61 -nan -nan
303.62 -nan -nan
303.63 -nan -nan
303.64 -nan -nan
303.65 -nan -nan
303.66 -nan -nan
303.67 -nan -nan
303.68 -nan -nan
303.69 -nan -nan
303.7 -nan -nan
303.71 -nan -nan
303.72 -nan -nan
303.73 -nan -nan
303.74 -nan -nan
303.75 -nan -nan
303.76 -nan -nan
303.77 -nan -nan
303.78 -nan -nan
303.79 -nan -nan
303.8 -nan -nan
303.81 -nan -nan
303.82 -nan -nan
303.83 -nan -nan
303.84 -nan -nan
303.85 -nan -nan
303.86 -nan -nan
303.87 -nan -nan
303.88 -nan -nan
303.89 -nan -nan
303.9 -nan -nan
303.91 -nan -nan
303.92 -nan -nan
303.93 -nan -nan
303.94 -nan -nan
303.95 -nan -nan
303.96 -nan -nan
303.97 -nan -nan
303.98 -nan -nan
303.99 -nan -nan
304 -nan -nan
304.01 -nan -nan
304.02 -nan -nan
304.03 -nan -nan
304.04 -nan -nan
304.05 -nan -nan
304.06 -nan -nan
304.07 -nan -nan
304.08 -nan -nan
304.09 -nan -nan
304.1 -nan -nan
304.11 -nan -nan
304.12 -nan -nan
304.13 -nan -nan
304.14 -nan -nan
304.15 -nan -nan
304.16 -nan -nan
304.17 -nan -nan
304.18 -nan -nan
304.19 -nan -nan
304.2 -nan -nan
304.21 -nan -nan
304.22 -nan -nan
304.23 -nan -nan
304.24 -nan -nan
304.25 -nan -nan
304.26 -nan -nan
304.27 -nan -nan
304.28 -nan -nan
304.29 -nan -nan
304.3 -nan -nan
304.31 -nan -nan
304.32 -nan -nan
304.33 -nan -nan
304.34 -nan -nan
304.35 -nan -nan
304.36 -nan -nan
304.37 -nan -nan
304.38 -nan -nan
304.39 -nan -nan
304.4 -nan -nan
304.41 -nan -nan
304.42 -nan -nan
304.43 -nan -nan
304.44 -nan -nan
304.45 -nan -nan
304.46 -nan -nan
304.47 -nan -nan
304.48 -nan -nan
304.49 -nan -nan
304.5 -nan -nan
304.51 -nan -nan
304.52 -nan -nan
304.53 -nan -nan
304.54 -nan -nan
304.55 -nan -nan
304.56 -nan -nan
304.57 -nan -nan
304.58 -nan -nan
304.59 -nan -nan
304.6 -nan -nan
304.61 -nan -nan
304.62 -nan -nan
304.63 -nan -nan
304.64 -nan -nan
304.65 -nan -nan
304.66 -nan -nan
304.67 -nan -nan
304.68 -nan -nan
304.69 -nan -nan
304.7 -nan -nan
304.71 -nan -nan
304.72 -nan -nan
304.73 -nan -nan
304.74 -nan -nan
304.75 -nan -nan
304.76 -nan -nan
304.77 -nan -nan
304.78 -nan -nan
304.79 -nan -nan
304.8 -nan -nan
304.81 -nan -nan
304.82 -nan -nan
304.83 -nan -nan
304.84 -nan -nan
304.85 -nan -nan
304.86 -nan -nan
304.87 -nan -nan
304.88 -nan -nan
304.89 -nan -nan
304.9 -nan -nan
304.91 -nan -nan
304.92 -nan -nan
304.93 -nan -nan
304.94 -nan -nan
304.95 -nan -nan
304.96 -nan -nan
304.97 -nan -nan
304.98 -nan -nan
304.99 -nan -nan
305 -nan -nan
305.01 -nan -nan
305.02 -nan -nan
305.03 -nan -nan
305.04 -nan -nan
305.05 -nan -nan
305.06 -nan -nan
305.07 -nan -nan
305.08 -nan -nan
305.09 -nan -nan
305.1 -nan -nan
305.11 -nan -nan
305.12 -nan -nan
305.13 -nan -nan
305.14 -nan -nan
305.15 -nan -nan
305.16 -nan -nan
305.17 -nan -nan
305.18 -nan -nan
305.19 -nan -nan
305.2 -nan -nan
305.21 -nan -nan
305.22 -nan -nan
305.23 -nan -nan
305.24 -nan -nan
305.25 -nan -nan
305.26 -nan -nan
305.27 -nan -nan
305.28 -nan -nan
305.29 -nan -nan
305.3 -nan -nan
305.31 -nan -nan
305.32 -nan -nan
305.33 -nan -nan
305.34 -nan -nan
305.35 -nan -nan
305.36 -nan -nan
305.37 -nan -nan
305.38 -nan -nan
305.39 -nan -nan
305.4 -nan -nan
305.41 -nan -nan
305.42 -nan -nan
305.43 -nan -nan
305.44 -nan -nan
305.45 -nan -nan
305.46 -nan -nan
305.47 -nan -nan
305.48 -nan -nan
305.49 -nan -nan
305.5 -nan -nan
305.51 -nan -nan
305.52 -nan -nan
305.53 -nan -nan
305.54 -nan -nan
305.55 -nan -nan
305.56 -nan -nan
305.57 -nan -nan
305.58 -nan -nan
305.59 -nan -nan
305.6 -nan -nan
305.61 -nan -nan
305.62 -nan -nan
305.63 -nan -nan
305.64 -nan -nan
305.65 -nan -nan
305.66 -nan -nan
305.67 -nan -nan
305.68 -nan -nan
305.69 -nan -nan
305.7 -nan -nan
305.71 -nan -nan
305.72 -nan -nan
305.73 -nan -nan
305.74 -nan -nan
305.75 -nan -nan
305.76 -nan -nan
305.77 -nan -nan
305.78 -nan -nan
305.79 -nan -nan
305.8 -nan -nan
305.81 -nan -nan
305.82 -nan -nan
305.83 -nan -nan
305.84 -nan -nan
305.85 -nan -nan
305.86 -nan -nan
305.87 -nan -nan
305.88 -nan -nan
305.89 -nan -nan
305.9 -nan -nan
305.91 -nan -nan
305.92 -nan -nan
305.93 -nan -nan
305.94 -nan -nan
305.95 -nan -nan
305.96 -nan -nan
305.97 -nan -nan
305.98 -nan -nan
305.99 -nan -nan
306 -nan -nan
306.01 -nan -nan
306.02 -nan -nan
306.03 -nan -nan
306.04 -nan -nan
306.05 -nan -nan
306.06 -nan -nan
306.07 -nan -nan
306.08 -nan -nan
306.09 -nan -nan
306.1 -nan -nan
306.11 -nan -nan
306.12 -nan -nan
306.13 -nan -nan
306.14 -nan -nan
306.15 -nan -nan
306.16 -nan -nan
306.17 -nan -nan
306.18 -nan -nan
306.19 -nan -nan
306.2 -nan -nan
306.21 -nan -nan
306.22 -nan -nan
306.23 -nan -nan
306.24 -nan -nan
306.25 -nan -nan
306.26 -nan -nan
306.27 -nan -nan
306.28 -nan -nan
306.29 -nan -nan
306.3 -nan -nan
306.31 -nan -nan
306.32 -nan -nan
306.33 -nan -nan
306.34 -nan -nan
306.35 -nan -nan
306.36 -nan -nan
306.37 -nan -nan
306.38 -nan -nan
306.39 -nan -nan
306.4 -nan -nan
306.41 -nan -nan
306.42 -nan -nan
306.43 -nan -nan
306.44 -nan -nan
306.45 -nan -nan
306.46 -nan -nan
306.47 -nan -nan
306.48 -nan -nan
306.49 -nan -nan
306.5 -nan -nan
306.51 -nan -nan
306.52 -nan -nan
306.53 -nan -nan
306.54 -nan -nan
306.55 -nan -nan
306.56 -nan -nan
306.57 -nan -nan
306.58 -nan -nan
306.59 -nan -nan
306.6 -nan -nan
306.61 -nan -nan
306.62 -nan -nan
306.63 -nan -nan
306.64 -nan -nan
306.65 -nan -nan
306.66 -nan -nan
306.67 -nan -nan
306.68 -nan -nan
306.69 -nan -nan
306.7 -nan -nan
306.71 -nan -nan
306.72 -nan -nan
306.73 -nan -nan
306.74 -nan -nan
306.75 -nan -nan
306.76 -nan -nan
306.77 -nan -nan
306.78 -nan -nan
306.79 -nan -nan
306.8 -nan -nan
306.81 -nan -nan
306.82 -nan -nan
306.83 -nan -nan
306.84 -nan -nan
306.85 -nan -nan
306.86 -nan -nan
306.87 -nan -nan
306.88 -nan -nan
306.89 -nan -nan
306.9 -nan -nan
306.91 -nan -nan
306.92 -nan -nan
306.93 -nan -nan
306.94 -nan -nan
306.95 -nan -nan
306.96 -nan -nan
306.97 -nan -nan
306.98 -nan -nan
306.99 -nan -nan
307 -nan -nan
307.01 -nan -nan
307.02 -nan -nan
307.03 -nan -nan
307.04 -nan -nan
307.05 -nan -nan
307.06 -nan -nan
307.07 -nan -nan
307.08 -nan -nan
307.09 -nan -nan
307.1 -nan -nan
307.11 -nan -nan
307.12 -nan -nan
307.13 -nan -nan
307.14 -nan -nan
307.15 -nan -nan
307.16 -nan -nan
307.17 -nan -nan
307.18 -nan -nan
307.19 -nan -nan
307.2 -nan -nan
307.21 -nan -nan
307.22 -nan -nan
307.23 -nan -nan
307.24 -nan -nan
307.25 -nan -nan
307.26 -nan -nan
307.27 -nan -nan
307.28 -nan -nan
307.29 -nan -nan
307.3 -nan -nan
307.31 -nan -nan
307.32 -nan -nan
307.33 -nan -nan
307.34 -nan -nan
307.35 -nan -nan
307.36 -nan -nan
307.37 -nan -nan
307.38 -nan -nan
307.39 -nan -nan
307.4 -nan -nan
307.41 -nan -nan
307.42 -nan -nan
307.43 -nan -nan
307.44 -nan -nan
307.45 -nan -nan
307.46 -nan -nan
307.47 -nan -nan
307.48 -nan -nan
307.49 -nan -nan
307.5 -nan -nan
307.51 -nan -nan
307.52 -nan -nan
307.53 -nan -nan
307.54 -nan -nan
307.55 -nan -nan
307.56 -nan -nan
307.57 -nan -nan
307.58 -nan -nan
307.59 -nan -nan
307.6 -nan -nan
307.61 -nan -nan
307.62 -nan -nan
307.63 -nan -nan
307.64 -nan -nan
307.65 -nan -nan
307.66 -nan -nan
307.67 -nan -nan
307.68 -nan -nan
307.69 -nan -nan
307.7 -nan -nan
307.71 -nan -nan
307.72 -nan -nan
307.73 -nan -nan
307.74 -nan -nan
307.75 -nan -nan
307.76 -nan -nan
307.77 -nan -nan
307.78 -nan -nan
307.79 -nan -nan
307.8 -nan -nan
307.81 -nan -nan
307.82 -nan -nan
307.83 -nan -nan
307.84 -nan -nan
307.85 -nan -nan
307.86 -nan -nan
307.87 -nan -nan
307.88 -nan -nan
307.89 -nan -nan
307.9 -nan -nan
307.91 -nan -nan
307.92 -nan -nan
307.93 -nan -nan
307.94 -nan -nan
307.95 -nan -nan
307.96 -nan -nan
307.97 -nan -nan
307.98 -nan -nan
307.99 -nan -nan
308 -nan -nan
308.01 -nan -nan
308.02 -nan -nan
308.03 -nan -nan
308.04 -nan -nan
308.05 -nan -nan
308.06 -nan -nan
308.07 -nan -nan
308.08 -nan -nan
308.09 -nan -nan
308.1 -nan -nan
308.11 -nan -nan
308.12 -nan -nan
308.13 -nan -nan
308.14 -nan -nan
308.15 -nan -nan
308.16 -nan -nan
308.17 -nan -nan
308.18 -nan -nan
308.19 -nan -nan
308.2 -nan -nan
308.21 -nan -nan
308.22 -nan -nan
308.23 -nan -nan
308.24 -nan -nan
308.25 -nan -nan
308.26 -nan -nan
308.27 -nan -nan
308.28 -nan -nan
308.29 -nan -nan
308.3 -nan -nan
308.31 -nan -nan
308.32 -nan -nan
308.33 -nan -nan
308.34 -nan -nan
308.35 -nan -nan
308.36 -nan -nan
308.37 -nan -nan
308.38 -nan -nan
308.39 -nan -nan
308.4 -nan -nan
308.41 -nan -nan
308.42 -nan -nan
308.43 -nan -nan
308.44 -nan -nan
308.45 -nan -nan
308.46 -nan -nan
308.47 -nan -nan
308.48 -nan -nan
308.49 -nan -nan
308.5 -nan -nan
308.51 -nan -nan
308.52 -nan -nan
308.53 -nan -nan
308.54 -nan -nan
308.55 -nan -nan
308.56 -nan -nan
308.57 -nan -nan
308.58 -nan -nan
308.59 -nan -nan
308.6 -nan -nan
308.61 -nan -nan
308.62 -nan -nan
308.63 -nan -nan
308.64 -nan -nan
308.65 -nan -nan
308.66 -nan -nan
308.67 -nan -nan
308.68 -nan -nan
308.69 -nan -nan
308.7 -nan -nan
308.71 -nan -nan
308.72 -nan -nan
308.73 -nan -nan
308.74 -nan -nan
308.75 -nan -nan
308.76 -nan -nan
308.77 -nan -nan
308.78 -nan -nan
308.79 -nan -nan
308.8 -nan -nan
308.81 -nan -nan
308.82 -nan -nan
308.83 -nan -nan
308.84 -nan -nan
308.85 -nan -nan
308.86 -nan -nan
308.87 -nan -nan
308.88 -nan -nan
308.89 -nan -nan
308.9 -nan -nan
308.91 -nan -nan
308.92 -nan -nan
308.93 -nan -nan
308.94 -nan -nan
308.95 -nan -nan
308.96 -nan -nan
308.97 -nan -nan
308.98 -nan -nan
308.99 -nan -nan
309 -nan -nan
309.01 -nan -nan
309.02 -nan -nan
309.03 -nan -nan
309.04 -nan -nan
309.05 -nan -nan
309.06 -nan -nan
309.07 -nan -nan
309.08 -nan -nan
309.09 -nan -nan
309.1 -nan -nan
309.11 -nan -nan
309.12 -nan -nan
309.13 -nan -nan
309.14 -nan -nan
309.15 -nan -nan
309.16 -nan -nan
309.17 -nan -nan
309.18 -nan -nan
309.19 -nan -nan
309.2 -nan -nan
309.21 -nan -nan
309.22 -nan -nan
309.23 -nan -nan
309.24 -nan -nan
309.25 -nan -nan
309.26 -nan -nan
309.27 -nan -nan
309.28 -nan -nan
309.29 -nan -nan
309.3 -nan -nan
309.31 -nan -nan
309.32 -nan -nan
309.33 -nan -nan
309.34 -nan -nan
309.35 -nan -nan
309.36 -nan -nan
309.37 -nan -nan
309.38 -nan -nan
309.39 -nan -nan
309.4 -nan -nan
309.41 -nan -nan
309.42 -nan -nan
309.43 -nan -nan
309.44 -nan -nan
309.45 -nan -nan
309.46 -nan -nan
309.47 -nan -nan
309.48 -nan -nan
309.49 -nan -nan
309.5 -nan -nan
309.51 -nan -nan
309.52 -nan -nan
309.53 -nan -nan
309.54 -nan -nan
309.55 -nan -nan
309.56 -nan -nan
309.57 -nan -nan
309.58 -nan -nan
309.59 -nan -nan
309.6 -nan -nan
309.61 -nan -nan
309.62 -nan -nan
309.63 -nan -nan
309.64 -nan -nan
309.65 -nan -nan
309.66 -nan -nan
309.67 -nan -nan
309.68 -nan -nan
309.69 -nan -nan
309.7 -nan -nan
309.71 -nan -nan
309.72 -nan -nan
309.73 -nan -nan
309.74 -nan -nan
309.75 -nan -nan
309.76 -nan -nan
309.77 -nan -nan
309.78 -nan -nan
309.79 -nan -nan
309.8 -nan -nan
309.81 -nan -nan
309.82 -nan -nan
309.83 -nan -nan
309.84 -nan -nan
309.85 -nan -nan
309.86 -nan -nan
309.87 -nan -nan
309.88 -nan -nan
309.89 -nan -nan
309.9 -nan -nan
309.91 -nan -nan
309.92 -nan -nan
309.93 -nan -nan
309.94 -nan -nan
309.95 -nan -nan
309.96 -nan -nan
309.97 -nan -nan
309.98 -nan -nan
309.99 -nan -nan
310 -nan -nan
310.01 -nan -nan
310.02 -nan -nan
310.03 -nan -nan
310.04 -nan -nan
310.05 -nan -nan
310.06 -nan -nan
310.07 -nan -nan
310.08 -nan -nan
310.09 -nan -nan
310.1 -nan -nan
310.11 -nan -nan
310.12 -nan -nan
310.13 -nan -nan
310.14 -nan -nan
310.15 -nan -nan
310.16 -nan -nan
310.17 -nan -nan
310.18 -nan -nan
310.19 -nan -nan
310.2 -nan -nan
310.21 -nan -nan
310.22 -nan -nan
310.23 -nan -nan
310.24 -nan -nan
310.25 -nan -nan
310.26 -nan -nan
310.27 -nan -nan
310.28 -nan -nan
310.29 -nan -nan
310.3 -nan -nan
310.31 -nan -nan
310.32 -nan -nan
310.33 -nan -nan
310.34 -nan -nan
310.35 -nan -nan
310.36 -nan -nan
310.37 -nan -nan
310.38 -nan -nan
310.39 -nan -nan
310.4 -nan -nan
310.41 -nan -nan
310.42 -nan -nan
310.43 -nan -nan
310.44 -nan -nan
310.45 -nan -nan
310.46 -nan -nan
310.47 -nan -nan
310.48 -nan -nan
310.49 -nan -nan
310.5 -nan -nan
310.51 -nan -nan
310.52 -nan -nan
310.53 -nan -nan
310.54 -nan -nan
310.55 -nan -nan
310.56 -nan -nan
310.57 -nan -nan
310.58 -nan -nan
310.59 -nan -nan
310.6 -nan -nan
310.61 -nan -nan
310.62 -nan -nan
310.63 -nan -nan
310.64 -nan -nan
310.65 -nan -nan
310.66 -nan -nan
310.67 -nan -nan
310.68 -nan -nan
310.69 -nan -nan
310.7 -nan -nan
310.71 -nan -nan
310.72 -nan -nan
310.73 -nan -nan
310.74 -nan -nan
310.75 -nan -nan
310.76 -nan -nan
310.77 -nan -nan
310.78 -nan -nan
310.79 -nan -nan
310.8 -nan -nan
310.81 -nan -nan
310.82 -nan -nan
310.83 -nan -nan
310.84 -nan -nan
310.85 -nan -nan
310.86 -nan -nan
310.87 -nan -nan
310.88 -nan -nan
310.89 -nan -nan
310.9 -nan -nan
310.91 -nan -nan
310.92 -nan -nan
310.93 -nan -nan
310.94 -nan -nan
310.95 -nan -nan
310.96 -nan -nan
310.97 -nan -nan
310.98 -nan -nan
310.99 -nan -nan
311 -nan -nan
311.01 -nan -nan
311.02 -nan -nan
311.03 -nan -nan
311.04 -nan -nan
311.05 -nan -nan
311.06 -nan -nan
311.07 -nan -nan
311.08 -nan -nan
311.09 -nan -nan
311.1 -nan -nan
311.11 -nan -nan
311.12 -nan -nan
311.13 -nan -nan
311.14 -nan -nan
311.15 -nan -nan
311.16 -nan -nan
311.17 -nan -nan
311.18 -nan -nan
311.19 -nan -nan
311.2 -nan -nan
311.21 -nan -nan
311.22 -nan -nan
311.23 -nan -nan
311.24 -nan -nan
311.25 -nan -nan
311.26 -nan -nan
311.27 -nan -nan
311.28 -nan -nan
311.29 -nan -nan
311.3 -nan -nan
311.31 -nan -nan
311.32 -nan -nan
311.33 -nan -nan
311.34 -nan -nan
311.35 -nan -nan
311.36 -nan -nan
311.37 -nan -nan
311.38 -nan -nan
311.39 -nan -nan
311.4 -nan -nan
311.41 -nan -nan
311.42 -nan -nan
311.43 -nan -nan
311.44 -nan -nan
311.45 -nan -nan
311.46 -nan -nan
311.47 -nan -nan
311.48 -nan -nan
311.49 -nan -nan
311.5 -nan -nan
311.51 -nan -nan
311.52 -nan -nan
311.53 -nan -nan
311.54 -nan -nan
311.55 -nan -nan
311.56 -nan -nan
311.57 -nan -nan
311.58 -nan -nan
311.59 -nan -nan
311.6 -nan -nan
311.61 -nan -nan
311.62 -nan -nan
311.63 -nan -nan
311.64 -nan -nan
311.65 -nan -nan
311.66 -nan -nan
311.67 -nan -nan
311.68 -nan -nan
311.69 -nan -nan
311.7 -nan -nan
311.71 -nan -nan
311.72 -nan -nan
311.73 -nan -nan
311.74 -nan -nan
311.75 -nan -nan
311.76 -nan -nan
311.77 -nan -nan
311.78 -nan -nan
311.79 -nan -nan
311.8 -nan -nan
311.81 -nan -nan
311.82 -nan -nan
311.83 -nan -nan
311.84 -nan -nan
311.85 -nan -nan
311.86 -nan -nan
311.87 -nan -nan
311.88 -nan -nan
311.89 -nan -nan
311.9 -nan -nan
311.91 -nan -nan
311.92 -nan -nan
311.93 -nan -nan
311.94 -nan -nan
311.95 -nan -nan
311.96 -nan -nan
311.97 -nan -nan
311.98 -nan -nan
311.99 -nan -nan
312 -nan -nan
312.01 -nan -nan
312.02 -nan -nan
312.03 -nan -nan
312.04 -nan -nan
312.05 -nan -nan
312.06 -nan -nan
312.07 -nan -nan
312.08 -nan -nan
312.09 -nan -nan
312.1 -nan -nan
312.11 -nan -nan
312.12 -nan -nan
312.13 -nan -nan
312.14 -nan -nan
312.15 -nan -nan
312.16 -nan -nan
312.17 -nan -nan
312.18 -nan -nan
312.19 -nan -nan
312.2 -nan -nan
312.21 -nan -nan
312.22 -nan -nan
312.23 -nan -nan
312.24 -nan -nan
312.25 -nan -nan
312.26 -nan -nan
312.27 -nan -nan
312.28 -nan -nan
312.29 -nan -nan
312.3 -nan -nan
312.31 -nan -nan
312.32 -nan -nan
312.33 -nan -nan
312.34 -nan -nan
312.35 -nan -nan
312.36 -nan -nan
312.37 -nan -nan
312.38 -nan -nan
312.39 -nan -nan
312.4 -nan -nan
312.41 -nan -nan
312.42 -nan -nan
312.43 -nan -nan
312.44 -nan -nan
312.45 -nan -nan
312.46 -nan -nan
312.47 -nan -nan
312.48 -nan -nan
312.49 -nan -nan
312.5 -nan -nan
312.51 -nan -nan
312.52 -nan -nan
312.53 -nan -nan
312.54 -nan -nan
312.55 -nan -nan
312.56 -nan -nan
312.57 -nan -nan
312.58 -nan -nan
312.59 -nan -nan
312.6 -nan -nan
312.61 -nan -nan
312.62 -nan -nan
312.63 -nan -nan
312.64 -nan -nan
312.65 -nan -nan
312.66 -nan -nan
312.67 -nan -nan
312.68 -nan -nan
312.69 -nan -nan
312.7 -nan -nan
312.71 -nan -nan
312.72 -nan -nan
312.73 -nan -nan
312.74 -nan -nan
312.75 -nan -nan
312.76 -nan -nan
312.77 -nan -nan
312.78 -nan -nan
312.79 -nan -nan
312.8 -nan -nan
312.81 -nan -nan
312.82 -nan -nan
312.83 -nan -nan
312.84 -nan -nan
312.85 -nan -nan
312.86 -nan -nan
312.87 -nan -nan
312.88 -nan -nan
312.89 -nan -nan
312.9 -nan -nan
312.91 -nan -nan
312.92 -nan -nan
312.93 -nan -nan
312.94 -nan -nan
312.95 -nan -nan
312.96 -nan -nan
312.97 -nan -nan
312.98 -nan -nan
312.99 -nan -nan
313 -nan -nan
313.01 -nan -nan
313.02 -nan -nan
313.03 -nan -nan
313.04 -nan -nan
313.05 -nan -nan
313.06 -nan -nan
313.07 -nan -nan
313.08 -nan -nan
313.09 -nan -nan
313.1 -nan -nan
313.11 -nan -nan
313.12 -nan -nan
313.13 -nan -nan
313.14 -nan -nan
313.15 -nan -nan
313.16 -nan -nan
313.17 -nan -nan
313.18 -nan -nan
313.19 -nan -nan
313.2 -nan -nan
313.21 -nan -nan
313.22 -nan -nan
313.23 -nan -nan
313.24 -nan -nan
313.25 -nan -nan
313.26 -nan -nan
313.27 -nan -nan
313.28 -nan -nan
313.29 -nan -nan
313.3 -nan -nan
313.31 -nan -nan
313.32 -nan -nan
313.33 -nan -nan
313.34 -nan -nan
313.35 -nan -nan
313.36 -nan -nan
313.37 -nan -nan
313.38 -nan -nan
313.39 -nan -nan
313.4 -nan -nan
313.41 -nan -nan
313.42 -nan -nan
313.43 -nan -nan
313.44 -nan -nan
313.45 -nan -nan
313.46 -nan -nan
313.47 -nan -nan
313.48 -nan -nan
313.49 -nan -nan
313.5 -nan -nan
313.51 -nan -nan
313.52 -nan -nan
313.53 -nan -nan
313.54 -nan -nan
313.55 -nan -nan
313.56 -nan -nan
313.57 -nan -nan
313.58 -nan -nan
313.59 -nan -nan
313.6 -nan -nan
313.61 -nan -nan
313.62 -nan -nan
313.63 -nan -nan
313.64 -nan -nan
313.65 -nan -nan
313.66 -nan -nan
313.67 -nan -nan
313.68 -nan -nan
313.69 -nan -nan
313.7 -nan -nan
313.71 -nan -nan
313.72 -nan -nan
313.73 -nan -nan
313.74 -nan -nan
313.75 -nan -nan
313.76 -nan -nan
313.77 -nan -nan
313.78 -nan -nan
313.79 -nan -nan
313.8 -nan -nan
313.81 -nan -nan
313.82 -nan -nan
313.83 -nan -nan
313.84 -nan -nan
313.85 -nan -nan
313.86 -nan -nan
313.87 -nan -nan
313.88 -nan -nan
313.89 -nan -nan
313.9 -nan -nan
313.91 -nan -nan
313.92 -nan -nan
313.93 -nan -nan
313.94 -nan -nan
313.95 -nan -nan
313.96 -nan -nan
313.97 -nan -nan
313.98 -nan -nan
313.99 -nan -nan
314 -nan -nan
314.01 -nan -nan
314.02 -nan -nan
314.03 -nan -nan
314.04 -nan -nan
314.05 -nan -nan
314.06 -nan -nan
314.07 -nan -nan
314.08 -nan -nan
314.09 -nan -nan
314.1 -nan -nan
314.11 -nan -nan
314.12 -nan -nan
314.13 -nan -nan
314.14 -nan -nan
314.15 -nan -nan
314.16 -nan -nan
314.17 -nan -nan
314.18 -nan -nan
314.19 -nan -nan
314.2 -nan -nan
314.21 -nan -nan
314.22 -nan -nan
314.23 -nan -nan
314.24 -nan -nan
314.25 -nan -nan
314.26 -nan -nan
314.27 -nan -nan
314.28 -nan -nan
314.29 -nan -nan
314.3 -nan -nan
314.31 -nan -nan
314.32 -nan -nan
314.33 -nan -nan
314.34 -nan -nan
314.35 -nan -nan
314.36 -nan -nan
314.37 -nan -nan
314.38 -nan -nan
314.39 -nan -nan
314.4 -nan -nan
314.41 -nan -nan
314.42 -nan -nan
314.43 -nan -nan
314.44 -nan -nan
314.45 -nan -nan
314.46 -nan -nan
314.47 -nan -nan
314.48 -nan -nan
314.49 -nan -nan
314.5 -nan -nan
314.51 -nan -nan
314.52 -nan -nan
314.53 -nan -nan
314.54 -nan -nan
314.55 -nan -nan
314.56 -nan -nan
314.57 -nan -nan
314.58 -nan -nan
314.59 -nan -nan
314.6 -nan -nan
314.61 -nan -nan
314.62 -nan -nan
314.63 -nan -nan
314.64 -nan -nan
314.65 -nan -nan
314.66 -nan -nan
314.67 -nan -nan
314.68 -nan -nan
314.69 -nan -nan
314.7 -nan -nan
314.71 -nan -nan
314.72 -nan -nan
314.73 -nan -nan
314.74 -nan -nan
314.75 -nan -nan
314.76 -nan -nan
314.77 -nan -nan
314.78 -nan -nan
314.79 -nan -nan
314.8 -nan -nan
314.81 -nan -nan
314.82 -nan -nan
314.83 -nan -nan
314.84 -nan -nan
314.85 -nan -nan
314.86 -nan -nan
314.87 -nan -nan
314.88 -nan -nan
314.89 -nan -nan
314.9 -nan -nan
314.91 -nan -nan
314.92 -nan -nan
314.93 -nan -nan
314.94 -nan -nan
314.95 -nan -nan
